symbol,n_tree,point_ic_tree,ci_lower_tree,ci_upper_tree,passes_tree,p_value_tree,p_value_fdr_tree,passes_fdr_significant_tree,passes_fdr_tree,n_linear,point_ic_linear,ci_lower_linear,ci_upper_linear,passes_linear,p_value_linear,p_value_fdr_linear,passes_fdr_significant_linear,passes_fdr_linear,n_baseline,point_ic_baseline,ci_lower_baseline,ci_upper_baseline,passes_baseline,p_value_baseline,p_value_fdr_baseline,passes_fdr_significant_baseline,passes_fdr_baseline
XHB,316917,0.22321318540305862,0.2194696232937823,0.2267702375710829,True,0.0,0.0,True,True,316917,0.02235509076241067,0.018909283991516774,0.025791162868271173,True,0.0,0.0,True,True,316917,0.0735729692143539,0.07034096073169363,0.07644956442533667,True,0.0,0.0,True,True
XLB,316937,0.21834815164241644,0.21447401468669056,0.22212908758616456,True,0.0,0.0,True,True,316937,0.03579395548628507,0.03229281602411866,0.03934773425479572,True,0.0,0.0,True,True,316937,0.0641123485483185,0.060838742576838085,0.06745462408255078,True,0.0,0.0,True,True
XLC,145429,0.22299543844115963,0.21817600172262733,0.22857273895089297,True,0.0,0.0,True,True,145429,0.0245755678980157,0.019092895439992007,0.029164410932617246,True,0.0,0.0,True,True,145429,0.07111945301733053,0.06663868357566151,0.0755134666473719,True,0.0,0.0,True,True
XLE,316937,0.22338442031527836,0.21978350101133148,0.22713544433748895,True,0.0,0.0,True,True,316937,0.02400650380879007,0.020251670160753948,0.027347450167609994,True,0.0,0.0,True,True,316937,0.06953659437876711,0.06614164842192584,0.07244065467932612,True,0.0,0.0,True,True
XLF,316938,0.2359620421381369,0.2316590714016778,0.24023792528582977,True,0.0,0.0,True,True,316938,0.04833364752336277,0.04450298361660102,0.052057672559229225,True,0.0,0.0,True,True,316938,0.06295275053116449,0.059301272531189164,0.06615591520868773,True,0.0,0.0,True,True
XLI,316937,0.21551962579590006,0.2118803038030471,0.21923378460572998,True,0.0,0.0,True,True,316937,0.03060230490930786,0.02662642040767918,0.0342366226077223,True,0.0,0.0,True,True,316937,0.06780776187532639,0.06462040638340298,0.07068305508902405,True,0.0,0.0,True,True
XLK,316938,0.22629335567072667,0.22254960620968767,0.2300679598401902,True,0.0,0.0,True,True,316938,0.04962821123433972,0.04613498966022062,0.053211729935360434,True,0.0,0.0,True,True,316938,0.060188805548645676,0.056350159714461605,0.0637096676899445,True,0.0,0.0,True,True
XLP,316938,0.22761047341140336,0.22415249526897268,0.2310790279109399,True,0.0,0.0,True,True,316938,0.040127460474223324,0.03678505720873726,0.04371388639412543,True,0.0,0.0,True,True,316938,0.06753520964109078,0.06484125654467109,0.0706454426028005,True,0.0,0.0,True,True
XLRE,183022,0.21682162863945054,0.21163229396857944,0.22155519426848053,True,0.0,0.0,True,True,183022,0.027901522838620338,0.022561172531569754,0.03247261257478337,True,0.0,0.0,True,True,183022,0.06987142165019289,0.06594700121844171,0.07411186244725558,True,0.0,0.0,True,True
XLU,316938,0.18226506157316932,0.1779481521613149,0.18619635406471813,True,0.0,0.0,True,True,316938,0.03848742971890891,0.03490883208206094,0.0424379595016114,True,0.0,0.0,True,True,316938,0.05367385858133983,0.050434074678027636,0.05711757980935249,True,0.0,0.0,True,True
XLV,316938,0.16761922308522706,0.16361048266787298,0.17145572438232679,True,0.0,0.0,True,True,316938,0.028765987492374585,0.02543064982390454,0.032334733589295665,True,0.0,0.0,True,True,316938,0.05312057367507881,0.04978628148072827,0.05607157795547737,True,0.0,0.0,True,True
XLY,316937,0.22086941212522948,0.21720820846098038,0.22478841210428638,True,0.0,0.0,True,True,316937,0.03626236225266365,0.03279907660697476,0.04022529622955076,True,0.0,0.0,True,True,316937,0.06734693898408252,0.0638080712951116,0.07040461735272321,True,0.0,0.0,True,True
XOP,316925,0.23167201764339637,0.22810429121901382,0.23536334521050928,True,0.0,0.0,True,True,316925,0.00791166296399366,0.0037986322289773147,0.011164642304996936,True,8.428148171590877e-06,8.990024716363601e-06,True,True,316925,0.0779320984247921,0.0748417128264331,0.08099196563452335,True,0.0,0.0,True,True
