iShares Russell 3000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,750,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","5,556,486.46","0.03","5,556,486.46","23,821.00","233.26","United States","NYSE","USD","1.00","USD","-"
"CDE","COEUR MINING","Materials","Equity","5,549,223.68","0.03","5,549,223.68","279,136.00","19.88","United States","NYSE","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","5,544,758.76","0.03","5,544,758.76","42,249.00","131.24","United States","NYSE","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","5,528,881.95","0.03","5,528,881.95","252,115.00","21.93","United States","NYSE","USD","1.00","USD","-"
"ROIV","ROIVANT SCIENCES LTD","Health Care","Equity","5,514,072.48","0.03","5,514,072.48","134,424.00","41.02","United States","NASDAQ","USD","1.00","USD","-"
"SNX","TD SYNNEX","Information Technology","Equity","5,507,543.04","0.03","5,507,543.04","21,092.00","261.12","United States","NYSE","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","5,505,631.67","0.03","5,505,631.67","14,329.00","384.23","United States","NYSE","USD","1.00","USD","-"
"ZS","ZSCALER","Information Technology","Equity","5,503,993.11","0.03","5,503,993.11","28,707.00","191.73","United States","NASDAQ","USD","1.00","USD","-"
"FIS","FIDELITY NATIONAL INFORMATION SERV","Financials","Equity","5,459,205.48","0.03","5,459,205.48","142,986.00","38.18","United States","NYSE","USD","1.00","USD","-"
"ENTG","ENTEGRIS INC","Information Technology","Equity","5,448,862.44","0.03","5,448,862.44","42,397.00","128.52","United States","NASDAQ","USD","1.00","USD","-"
"NI","NISOURCE","Utilities","Equity","5,440,337.55","0.03","5,440,337.55","132,465.00","41.07","United States","NYSE","USD","1.00","USD","-"
"CDW","CDW","Information Technology","Equity","5,405,222.70","0.03","5,405,222.70","35,631.00","151.70","United States","NASDAQ","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","5,376,187.18","0.03","5,376,187.18","14,231.00","377.78","United States","NYSE","USD","1.00","USD","-"
"WWD","WOODWARD","Industrials","Equity","5,363,548.40","0.03","5,363,548.40","16,520.00","324.67","United States","NASDAQ","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","5,357,177.41","0.03","5,357,177.41","29,263.00","183.07","United States","NASDAQ","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","5,355,108.92","0.03","5,355,108.92","146,836.00","36.47","United States","NYSE","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","5,303,389.00","0.03","5,303,389.00","125,524.00","42.25","United States","NYSE","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS","Health Care","Equity","5,266,063.92","0.03","5,266,063.92","54,548.00","96.54","United States","NYSE","USD","1.00","USD","-"
"VTRS","VIATRIS","Health Care","Equity","5,263,627.04","0.03","5,263,627.04","315,944.00","16.66","United States","NASDAQ","USD","1.00","USD","-"
"CPNG","COUPANG CLASS A","Consumer Discretionary","Equity","5,172,047.23","0.03","5,172,047.23","342,293.00","15.11","United States","NYSE","USD","1.00","USD","-"
"OVV","OVINTIV","Energy","Equity","5,172,459.68","0.03","5,172,459.68","79,138.00","65.36","United States","NYSE","USD","1.00","USD","-"
"PR","PERMIAN RESOURCES CLASS A","Energy","Equity","5,155,777.44","0.03","5,155,777.44","216,994.00","23.76","United States","NYSE","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE","Industrials","Equity","5,152,217.12","0.03","5,152,217.12","32,752.00","157.31","United States","NASDAQ","USD","1.00","USD","-"
"EVRG","EVERGY","Utilities","Equity","5,145,121.80","0.03","5,145,121.80","63,630.00","80.86","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS","Financials","Equity","5,117,439.60","0.03","5,117,439.60","46,863.00","109.20","United States","NYSE","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","5,073,569.27","0.03","5,073,569.27","38,087.00","133.21","United States","NYSE","USD","1.00","USD","-"
"BBY","BEST BUY","Consumer Discretionary","Equity","5,028,550.41","0.02","5,028,550.41","53,027.00","94.83","United States","NYSE","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP","Financials","Equity","4,974,968.25","0.02","4,974,968.25","38,325.00","129.81","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","4,964,897.60","0.02","4,964,897.60","125,630.00","39.52","United States","NYSE","USD","1.00","USD","-"
"FTAI","FTAI AVIATION","Industrials","Equity","4,945,072.00","0.02","4,945,072.00","28,097.00","176.00","United States","NASDAQ","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","4,940,870.75","0.02","4,940,870.75","144,259.00","34.25","United States","NYSE","USD","1.00","USD","-"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","4,937,048.71","0.02","4,937,048.71","145,937.00","33.83","United States","NASDAQ","USD","1.00","USD","-"
"NTNX","NUTANIX CLASS A","Information Technology","Equity","4,901,162.14","0.02","4,901,162.14","72,406.00","67.69","United States","NASDAQ","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","4,892,973.48","0.02","4,892,973.48","13,908.00","351.81","United States","NASDAQ","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","4,885,555.50","0.02","4,885,555.50","24,489.00","199.50","United States","NYSE","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT","Real Estate","Equity","4,882,075.38","0.02","4,882,075.38","17,706.00","275.73","United States","NYSE","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","4,868,265.26","0.02","4,868,265.26","104,402.00","46.63","Canada","NYSE","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","4,838,784.44","0.02","4,838,784.44","72,307.00","66.92","United States","NASDAQ","USD","1.00","USD","-"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","4,820,253.20","0.02","4,820,253.20","25,592.00","188.35","Peru","NYSE","USD","1.00","USD","-"
"CRCL","CIRCLE INTERNET GROUP INC CLASS A","Information Technology","Equity","4,787,413.64","0.02","4,787,413.64","49,142.00","97.42","United States","NYSE","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","4,776,640.85","0.02","4,776,640.85","33,155.00","144.07","United States","NYSE","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES CLASS A","Financials","Equity","4,765,144.96","0.02","4,765,144.96","2,192.00","2,173.88","United States","NASDAQ","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS","Industrials","Equity","4,759,816.88","0.02","4,759,816.88","58,604.00","81.22","United States","NASDAQ","USD","1.00","USD","-"
"DD","DUPONT DE NEMOURS","Industrials","Equity","4,757,696.91","0.02","4,757,696.91","38,279.00","124.29","United States","NYSE","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS CLASS A","Consumer Staples","Equity","4,742,000.00","0.02","4,742,000.00","37,936.00","125.00","United States","NYSE","USD","1.00","USD","-"
"GEN","GEN DIGITAL","Information Technology","Equity","4,726,294.11","0.02","4,726,294.11","150,471.00","31.41","United States","NASDAQ","USD","1.00","USD","-"
"DINO","HF SINCLAIR","Energy","Equity","4,715,479.37","0.02","4,715,479.37","44,107.00","106.91","United States","NYSE","USD","1.00","USD","-"
"HEI A","HEICO CLASS A","Industrials","Equity","4,684,406.10","0.02","4,684,406.10","20,570.00","227.73","United States","NYSE","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS","Industrials","Equity","4,644,268.12","0.02","4,644,268.12","34,964.00","132.83","United States","NYSE","USD","1.00","USD","-"
"INVH","INVITATION HOMES","Real Estate","Equity","4,633,768.09","0.02","4,633,768.09","167,951.00","27.59","United States","NYSE","USD","1.00","USD","-"
"FTV","FORTIVE","Industrials","Equity","4,613,608.05","0.02","4,613,608.05","83,595.00","55.19","United States","NYSE","USD","1.00","USD","-"
"IEX","IDEX","Industrials","Equity","4,592,300.22","0.02","4,592,300.22","20,673.00","222.14","United States","NYSE","USD","1.00","USD","-"
"NDSN","NORDSON","Industrials","Equity","4,559,904.90","0.02","4,559,904.90","14,790.00","308.31","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR","Consumer Discretionary","Equity","4,541,982.76","0.02","4,541,982.76","721.00","6,299.56","United States","NYSE","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","4,532,305.05","0.02","4,532,305.05","74,655.00","60.71","United States","NYSE","USD","1.00","USD","-"
"LEN","LENNAR A CLASS A","Consumer Discretionary","Equity","4,517,355.26","0.02","4,517,355.26","56,474.00","79.99","United States","NYSE","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA","Financials","Equity","4,500,333.50","0.02","4,500,333.50","18,070.00","249.05","United States","NYSE","USD","1.00","USD","-"
"JLL","JONES LANG LASALLE","Real Estate","Equity","4,492,603.35","0.02","4,492,603.35","13,077.00","343.55","United States","NYSE","USD","1.00","USD","-"
"NLY","ANNALY CAPITAL MANAGEMENT REIT","Financials","Equity","4,485,717.60","0.02","4,485,717.60","205,390.00","21.84","United States","NYSE","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","4,479,922.98","0.02","4,479,922.98","201,526.00","22.23","United States","NYSE","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","4,479,283.25","0.02","4,479,283.25","71,383.00","62.75","United States","NYSE","USD","1.00","USD","-"
"CLH","CLEAN HARBORS INC","Industrials","Equity","4,479,548.31","0.02","4,479,548.31","13,869.00","322.99","United States","NYSE","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS CLASS A","Communication","Equity","4,447,433.75","0.02","4,447,433.75","31,025.00","143.35","United States","NASDAQ","USD","1.00","USD","-"
"PTC","PTC","Information Technology","Equity","4,442,081.55","0.02","4,442,081.55","32,507.00","136.65","United States","NASDAQ","USD","1.00","USD","-"
"WCC","WESCO INTERNATIONAL","Industrials","Equity","4,429,683.15","0.02","4,429,683.15","13,155.00","336.73","United States","NYSE","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","4,424,288.85","0.02","4,424,288.85","36,495.00","121.23","United States","NYSE","USD","1.00","USD","-"
"TOST","TOAST CLASS A","Financials","Equity","4,407,263.10","0.02","4,407,263.10","132,390.00","33.29","United States","NYSE","USD","1.00","USD","-"
"WRB","WR BERKLEY","Financials","Equity","4,392,876.95","0.02","4,392,876.95","61,985.00","70.87","United States","NYSE","USD","1.00","USD","-"
"MTSI","MACOM TECHNOLOGY SOLUTIONS","Information Technology","Equity","4,380,732.84","0.02","4,380,732.84","18,282.00","239.62","United States","NASDAQ","USD","1.00","USD","-"
"MKSI","MKS","Information Technology","Equity","4,376,487.57","0.02","4,376,487.57","18,291.00","239.27","United States","NASDAQ","USD","1.00","USD","-"
"APA","APA","Energy","Equity","4,350,843.63","0.02","4,350,843.63","96,621.00","45.03","United States","NASDAQ","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","4,336,862.04","0.02","4,336,862.04","81,306.00","53.34","United States","NYSE","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES","Information Technology","Equity","4,325,266.20","0.02","4,325,266.20","12,030.00","359.54","United States","NYSE","USD","1.00","USD","-"
"RBA","RB GLOBAL","Industrials","Equity","4,307,629.89","0.02","4,307,629.89","51,263.00","84.03","Canada","NYSE","USD","1.00","USD","-"
"U","UNITY SOFTWARE","Information Technology","Equity","4,303,114.20","0.02","4,303,114.20","99,036.00","43.45","United States","NYSE","USD","1.00","USD","-"
"HST","HOST HOTELS & RESORTS REIT","Real Estate","Equity","4,303,249.65","0.02","4,303,249.65","192,410.00","22.36","United States","NASDAQ","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","4,301,737.20","0.02","4,301,737.20","185,260.00","23.22","United States","NYSE","USD","1.00","USD","-"
"RBRK","RUBRIK CLASS A","Information Technology","Equity","4,277,538.00","0.02","4,277,538.00","42,690.00","100.20","United States","NYSE","USD","1.00","USD","-"
"NBIX","NEUROCRINE BIOSCIENCES","Health Care","Equity","4,246,826.64","0.02","4,246,826.64","27,012.00","157.22","United States","NASDAQ","USD","1.00","USD","-"
"ASTS","AST SPACEMOBILE CLASS A","Communication","Equity","4,218,960.00","0.02","4,218,960.00","70,316.00","60.00","United States","NASDAQ","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","4,208,891.36","0.02","4,208,891.36","53,392.00","78.83","United States","NYSE","USD","1.00","USD","-"
"ARMK","ARAMARK","Consumer Discretionary","Equity","4,201,166.34","0.02","4,201,166.34","71,778.00","58.53","United States","NYSE","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS","Financials","Equity","4,170,534.69","0.02","4,170,534.69","77,707.00","53.67","United States","NYSE","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL","Consumer Discretionary","Equity","4,146,736.88","0.02","4,146,736.88","60,874.00","68.12","United States","NYSE","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT","Real Estate","Equity","4,146,487.51","0.02","4,146,487.51","59,929.00","69.19","United States","NYSE","USD","1.00","USD","-"
"VIK","VIKING HOLDINGS LTD","Consumer Discretionary","Equity","4,138,999.48","0.02","4,138,999.48","47,894.00","86.42","United States","NYSE","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","4,131,298.08","0.02","4,131,298.08","43,524.00","94.92","United States","NYSE","USD","1.00","USD","-"
"EG","EVEREST GROUP","Financials","Equity","4,127,877.04","0.02","4,127,877.04","10,876.00","379.54","United States","NYSE","USD","1.00","USD","-"
"PNFP","PINNACLE FINANCIAL PARTNERS","Financials","Equity","4,121,706.20","0.02","4,121,706.20","41,180.00","100.09","United States","NYSE","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","4,109,640.12","0.02","4,109,640.12","77,307.00","53.16","United States","NYSE","USD","1.00","USD","-"
"AKAM","AKAMAI TECHNOLOGIES INC","Information Technology","Equity","4,092,315.48","0.02","4,092,315.48","38,764.00","105.57","United States","NASDAQ","USD","1.00","USD","-"
"RBC","RBC BEARINGS","Industrials","Equity","4,068,927.38","0.02","4,068,927.38","8,498.00","478.81","United States","NYSE","USD","1.00","USD","-"
"IOT","SAMSARA CLASS A","Information Technology","Equity","4,051,476.38","0.02","4,051,476.38","94,418.00","42.91","United States","NYSE","USD","1.00","USD","-"
"MDLN","MEDLINE CLASS A","Health Care","Equity","4,016,587.14","0.02","4,016,587.14","123,246.00","32.59","United States","NASDAQ","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","4,011,036.00","0.02","4,011,036.00","31,935.00","125.60","United States","NYSE","USD","1.00","USD","-"
"LSCC","LATTICE SEMICONDUCTOR","Information Technology","Equity","4,002,376.50","0.02","4,002,376.50","37,581.00","106.50","United States","NASDAQ","USD","1.00","USD","-"
"BMNR","BITMINE IMMERSION TECHNOLOGIES","Information Technology","Equity","3,988,910.24","0.02","3,988,910.24","154,849.00","25.76","United States","NYSE","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","3,979,128.40","0.02","3,979,128.40","33,710.00","118.04","United States","NYSE","USD","1.00","USD","-"
"CACI","CACI INTERNATIONAL INC CLASS A","Industrials","Equity","3,977,789.88","0.02","3,977,789.88","6,243.00","637.16","United States","NYSE","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","3,977,992.86","0.02","3,977,992.86","49,367.00","80.58","United States","NYSE","USD","1.00","USD","-"
"IONQ","IONQ","Information Technology","Equity","3,960,787.50","0.02","3,960,787.50","105,621.00","37.50","United States","NYSE","USD","1.00","USD","-"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Health Care","Equity","3,952,360.25","0.02","3,952,360.25","16,075.00","245.87","United States","NASDAQ","USD","1.00","USD","-"
"RVTY","REVVITY","Health Care","Equity","3,941,302.26","0.02","3,941,302.26","30,674.00","128.49","United States","NYSE","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","3,942,002.40","0.02","3,942,002.40","193,520.00","20.37","United States","NYSE","USD","1.00","USD","-"
"GDDY","GODADDY CLASS A","Information Technology","Equity","3,937,787.71","0.02","3,937,787.71","37,693.00","104.47","United States","NYSE","USD","1.00","USD","-"
"APG","API GROUP","Industrials","Equity","3,933,495.04","0.02","3,933,495.04","105,967.00","37.12","United States","NYSE","USD","1.00","USD","-"
"OHI","OMEGA HEALTHCARE INVESTORS REIT","Real Estate","Equity","3,928,273.20","0.02","3,928,273.20","82,980.00","47.34","United States","NYSE","USD","1.00","USD","-"
"BURL","BURLINGTON STORES","Consumer Discretionary","Equity","3,925,784.96","0.02","3,925,784.96","16,904.00","232.24","United States","NYSE","USD","1.00","USD","-"
"MTZ","MASTEC INC","Industrials","Equity","3,922,132.50","0.02","3,922,132.50","17,225.00","227.70","United States","NYSE","USD","1.00","USD","-"
"AIZ","ASSURANT INC","Financials","Equity","3,918,757.18","0.02","3,918,757.18","13,834.00","283.27","United States","NYSE","USD","1.00","USD","-"
"FLUT","FLUTTER ENTERTAINMENT PLC","Consumer Discretionary","Equity","3,916,895.40","0.02","3,916,895.40","38,916.00","100.65","United States","NYSE","USD","1.00","USD","-"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrials","Equity","3,916,199.88","0.02","3,916,199.88","91,908.00","42.61","Canada","NYSE","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","3,905,740.08","0.02","3,905,740.08","66,492.00","58.74","United States","NASDAQ","USD","1.00","USD","-"
"RIVN","RIVIAN AUTOMOTIVE INC CLASS A","Consumer Discretionary","Equity","3,882,702.46","0.02","3,882,702.46","244,811.00","15.86","United States","NASDAQ","USD","1.00","USD","-"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Health Care","Equity","3,868,603.15","0.02","3,868,603.15","14,165.00","273.11","United States","NYSE","USD","1.00","USD","-"
"STRL","STERLING INFRASTRUCTURE","Industrials","Equity","3,858,619.20","0.02","3,858,619.20","8,160.00","472.87","United States","NASDAQ","USD","1.00","USD","-"
"SN","SHARKNINJA","Consumer Discretionary","Equity","3,858,685.38","0.02","3,858,685.38","22,749.00","169.62","United States","NYSE","USD","1.00","USD","-"
"DOCU","DOCUSIGN","Information Technology","Equity","3,851,937.92","0.02","3,851,937.92","55,217.00","69.76","United States","NASDAQ","USD","1.00","USD","-"
"SMTC","SEMTECH","Information Technology","Equity","3,851,239.50","0.02","3,851,239.50","26,190.00","147.05","United States","NASDAQ","USD","1.00","USD","-"
"LECO","LINCOLN ELECTRIC HOLDINGS","Industrials","Equity","3,851,389.92","0.02","3,851,389.92","15,328.00","251.26","United States","NASDAQ","USD","1.00","USD","-"
"EXEL","EXELIXIS INC","Health Care","Equity","3,848,923.54","0.02","3,848,923.54","68,474.00","56.21","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO","Industrials","Equity","3,846,146.92","0.02","3,846,146.92","55,412.00","69.41","United States","NYSE","USD","1.00","USD","-"
"FDXF","FEDEX FREIGHT HOLDING COMPANY INC","Industrials","Equity","3,843,979.68","0.02","3,843,979.68","29,697.00","129.44","United States","NYSE","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","3,829,714.44","0.02","3,829,714.44","41,109.00","93.16","United States","NYSE","USD","1.00","USD","-"
"IREN","IREN","Information Technology","Equity","3,830,689.95","0.02","3,830,689.95","88,735.00","43.17","United States","NASDAQ","USD","1.00","USD","-"
"FN","FABRINET","Information Technology","Equity","3,822,057.05","0.02","3,822,057.05","9,991.00","382.55","United States","NYSE","USD","1.00","USD","-"
"IT","GARTNER","Information Technology","Equity","3,808,574.82","0.02","3,808,574.82","19,326.00","197.07","United States","NYSE","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","3,770,453.34","0.02","3,770,453.34","32,778.00","115.03","United States","NYSE","USD","1.00","USD","-"
"BWA","BORGWARNER","Consumer Discretionary","Equity","3,768,509.55","0.02","3,768,509.55","58,929.00","63.95","United States","NYSE","USD","1.00","USD","-"
"FIVE","FIVE BELOW","Consumer Discretionary","Equity","3,752,086.47","0.02","3,752,086.47","15,033.00","249.59","United States","NASDAQ","USD","1.00","USD","-"
"RNR","RENAISSANCERE HOLDING","Financials","Equity","3,737,989.72","0.02","3,737,989.72","11,306.00","330.62","United States","NYSE","USD","1.00","USD","-"
"MEDP","MEDPACE HOLDINGS","Health Care","Equity","3,735,602.34","0.02","3,735,602.34","6,274.00","595.41","United States","NASDAQ","USD","1.00","USD","-"
"SWK","STANLEY BLACK & DECKER INC","Industrials","Equity","3,724,402.11","0.02","3,724,402.11","41,899.00","88.89","United States","NYSE","USD","1.00","USD","-"
"GL","GLOBE LIFE","Financials","Equity","3,708,269.40","0.02","3,708,269.40","21,445.00","172.92","United States","NYSE","USD","1.00","USD","-"
"FOXA","FOX CLASS A","Communication","Equity","3,697,330.56","0.02","3,697,330.56","53,952.00","68.53","United States","NASDAQ","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","3,695,570.05","0.02","3,695,570.05","49,585.00","74.53","United States","NASDAQ","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","3,693,198.45","0.02","3,693,198.45","24,865.00","148.53","United States","NYSE","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","3,686,316.97","0.02","3,686,316.97","23,723.00","155.39","United States","NYSE","USD","1.00","USD","-"
"HALO","HALOZYME THERAPEUTICS","Health Care","Equity","3,668,556.78","0.02","3,668,556.78","33,987.00","107.94","United States","NASDAQ","USD","1.00","USD","-"
"CSGP","COSTAR GROUP","Real Estate","Equity","3,662,876.16","0.02","3,662,876.16","116,208.00","31.52","United States","NASDAQ","USD","1.00","USD","-"
"RL","RALPH LAUREN CLASS A","Consumer Discretionary","Equity","3,651,252.42","0.02","3,651,252.42","10,694.00","341.43","United States","NYSE","USD","1.00","USD","-"
"SOLV","SOLVENTUM","Health Care","Equity","3,644,626.14","0.02","3,644,626.14","40,577.00","89.82","United States","NYSE","USD","1.00","USD","-"
"ASND","ASCENDIS PHARMA","Health Care","Equity","3,625,960.04","0.02","3,625,960.04","13,687.00","264.92","Denmark","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","3,617,863.64","0.02","3,617,863.64","21,167.00","170.92","United States","NYSE","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES","Industrials","Equity","3,613,350.48","0.02","3,613,350.48","11,019.00","327.92","United States","NYSE","USD","1.00","USD","-"
"CCK","CROWN HOLDINGS INC","Materials","Equity","3,606,515.15","0.02","3,606,515.15","32,095.00","112.37","United States","NYSE","USD","1.00","USD","-"
"LAMR","LAMAR ADVERTISING COMPANY CLAS","Real Estate","Equity","3,589,028.36","0.02","3,589,028.36","23,962.00","149.78","United States","NASDAQ","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","3,587,727.09","0.02","3,587,727.09","35,589.00","100.81","United States","NYSE","USD","1.00","USD","-"
"MANH","MANHATTAN ASSOCIATES","Information Technology","Equity","3,588,564.56","0.02","3,588,564.56","16,964.00","211.54","United States","NASDAQ","USD","1.00","USD","-"
"MLI","MUELLER INDUSTRIES INC","Industrials","Equity","3,588,600.00","0.02","3,588,600.00","59,810.00","60.00","United States","NYSE","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","3,562,016.64","0.02","3,562,016.64","12,432.00","286.52","United States","NASDAQ","USD","1.00","USD","-"
"TOL","TOLL BROTHERS INC","Consumer Discretionary","Equity","3,543,135.08","0.02","3,543,135.08","26,396.00","134.23","United States","NYSE","USD","1.00","USD","-"
"ECHO","ECHOSTAR CLASS A","Communication","Equity","3,536,554.63","0.02","3,536,554.63","37,667.00","93.89","United States","NASDAQ","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE","Information Technology","Equity","3,533,994.00","0.02","3,533,994.00","23,098.00","153.00","United States","NYSE","USD","1.00","USD","-"
"HEI","HEICO","Industrials","Equity","3,532,005.00","0.02","3,532,005.00","11,628.00","303.75","United States","NYSE","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","3,522,247.68","0.02","3,522,247.68","262,072.00","13.44","United States","NYSE","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING","Consumer Staples","Equity","3,516,768.49","0.02","3,516,768.49","69,791.00","50.39","United States","NYSE","USD","1.00","USD","-"
"HUBS","HUBSPOT","Information Technology","Equity","3,505,031.46","0.02","3,505,031.46","13,986.00","250.61","United States","NYSE","USD","1.00","USD","-"
"HAS","HASBRO","Consumer Discretionary","Equity","3,488,632.88","0.02","3,488,632.88","38,438.00","90.76","United States","NASDAQ","USD","1.00","USD","-"
"SITM","SITIME","Information Technology","Equity","3,485,220.70","0.02","3,485,220.70","6,242.00","558.35","United States","NASDAQ","USD","1.00","USD","-"
"GGG","GRACO","Industrials","Equity","3,483,488.48","0.02","3,483,488.48","45,512.00","76.54","United States","NYSE","USD","1.00","USD","-"
"DTM","DT MIDSTREAM","Energy","Equity","3,467,235.76","0.02","3,467,235.76","27,256.00","127.21","United States","NYSE","USD","1.00","USD","-"
"ONTO","ONTO INNOVATION","Information Technology","Equity","3,446,541.27","0.02","3,446,541.27","13,779.00","250.13","United States","NYSE","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS","Consumer Staples","Equity","3,434,495.85","0.02","3,434,495.85","36,035.00","95.31","United States","NYSE","USD","1.00","USD","-"
"EHC","ENCOMPASS HEALTH","Health Care","Equity","3,428,266.87","0.02","3,428,266.87","27,979.00","122.53","United States","NYSE","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","3,410,106.90","0.02","3,410,106.90","28,113.00","121.30","United States","NYSE","USD","1.00","USD","-"
"BMRN","BIOMARIN PHARMACEUTICAL","Health Care","Equity","3,402,848.40","0.02","3,402,848.40","51,240.00","66.41","United States","NASDAQ","USD","1.00","USD","-"
"TXRH","TEXAS ROADHOUSE INC","Consumer Discretionary","Equity","3,393,826.56","0.02","3,393,826.56","18,738.00","181.12","United States","NASDAQ","USD","1.00","USD","-"
"PEN","PENUMBRA","Health Care","Equity","3,388,596.84","0.02","3,388,596.84","10,594.00","319.86","United States","NYSE","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","3,378,789.20","0.02","3,378,789.20","32,426.00","104.20","United States","NASDAQ","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","3,373,768.65","0.02","3,373,768.65","20,503.00","164.55","United States","NASDAQ","USD","1.00","USD","-"
"AA","ALCOA CORP","Materials","Equity","3,368,146.05","0.02","3,368,146.05","71,739.00","46.95","United States","NYSE","USD","1.00","USD","-"
"BBIO","BRIDGEBIO PHARMA","Health Care","Equity","3,362,051.00","0.02","3,362,051.00","46,450.00","72.38","United States","NASDAQ","USD","1.00","USD","-"
