iShares Russell 3000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,750,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"DXC","DXC TECHNOLOGY","Information Technology","Equity","597,697.80","0.00","597,697.80","49,315.00","12.12","United States","NYSE","USD","1.00","USD","-"
"NWBI","NORTHWEST BANCSHARES INC","Financials","Equity","597,726.45","0.00","597,726.45","38,439.00","15.55","United States","NASDAQ","USD","1.00","USD","-"
"CALY","CALLAWAY GOLF COMPANY","Consumer Discretionary","Equity","597,810.50","0.00","597,810.50","39,175.00","15.26","United States","NYSE","USD","1.00","USD","-"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","Utilities","Equity","595,248.48","0.00","595,248.48","12,258.00","48.56","United States","NYSE","USD","1.00","USD","-"
"DGII","DIGI INTERNATIONAL","Information Technology","Equity","593,984.80","0.00","593,984.80","8,912.00","66.65","United States","NASDAQ","USD","1.00","USD","-"
"LION","LIONSGATE STUDIOS","Communication","Equity","594,176.70","0.00","594,176.70","51,090.00","11.63","United States","NYSE","USD","1.00","USD","-"
"PFSI","PENNYMAC FINANCIAL SERVICES","Financials","Equity","591,210.84","0.00","591,210.84","8,572.00","68.97","United States","NYSE","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE SERIES A","Communication","Equity","591,245.16","0.00","591,245.16","6,754.00","87.54","United States","NASDAQ","USD","1.00","USD","-"
"PAY","PAYMENTUS HOLDINGS INC CLASS A","Financials","Equity","591,500.16","0.00","591,500.16","15,952.00","37.08","United States","NYSE","USD","1.00","USD","-"
"MANE","VERADERMICS","Health Care","Equity","592,707.60","0.00","592,707.60","5,828.00","101.70","United States","NYSE","USD","1.00","USD","-"
"IVT","INVENTRUST PROPERTIES","Real Estate","Equity","588,940.53","0.00","588,940.53","18,561.00","31.73","United States","NYSE","USD","1.00","USD","-"
"FBK","FB FINANCIAL","Financials","Equity","589,494.92","0.00","589,494.92","10,687.00","55.16","United States","NYSE","USD","1.00","USD","-"
"SMMT","SUMMIT THERAPEUTICS","Health Care","Equity","590,029.44","0.00","590,029.44","32,032.00","18.42","United States","NASDAQ","USD","1.00","USD","-"
"INSP","INSPIRE MEDICAL SYSTEMS","Health Care","Equity","588,094.16","0.00","588,094.16","7,913.00","74.32","United States","NYSE","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CLASS A","Consumer Discretionary","Equity","588,686.80","0.00","588,686.80","113,209.00","5.20","United States","NASDAQ","USD","1.00","USD","-"
"AGM","FEDERAL AGRICULTURAL MORTGAGE NON","Financials","Equity","585,320.79","0.00","585,320.79","2,599.00","225.21","United States","NYSE","USD","1.00","USD","-"
"GRBK","GREEN BRICK PARTNERS","Consumer Discretionary","Equity","585,362.70","0.00","585,362.70","8,502.00","68.85","United States","NYSE","USD","1.00","USD","-"
"IRON","DISC MEDICINE","Health Care","Equity","583,063.20","0.00","583,063.20","8,460.00","68.92","United States","NASDAQ","USD","1.00","USD","-"
"IPAR","INTERPARFUMS INC","Consumer Staples","Equity","581,315.40","0.00","581,315.40","5,188.00","112.05","United States","NASDAQ","USD","1.00","USD","-"
"AEHR","AEHR TEST SYSTEMS","Information Technology","Equity","581,339.01","0.00","581,339.01","6,973.00","83.37","United States","NASDAQ","USD","1.00","USD","-"
"TRN","TRINITY INDUSTRIES INC","Industrials","Equity","581,536.80","0.00","581,536.80","20,710.00","28.08","United States","NYSE","USD","1.00","USD","-"
"VCEL","VERICEL","Health Care","Equity","582,397.20","0.00","582,397.20","14,707.00","39.60","United States","NASDAQ","USD","1.00","USD","-"
"MPT","MEDICAL PROPERTIES TRUST REIT","Real Estate","Equity","580,103.20","0.00","580,103.20","162,040.00","3.58","United States","NYSE","USD","1.00","USD","-"
"OLN","OLIN CORP","Materials","Equity","580,165.60","0.00","580,165.60","34,370.00","16.88","United States","NYSE","USD","1.00","USD","-"
"OFG","OFG BANCORP","Financials","Equity","580,683.30","0.00","580,683.30","10,977.00","52.90","United States","NYSE","USD","1.00","USD","-"
"EVTC","EVERTEC INC","Financials","Equity","577,185.07","0.00","577,185.07","19,679.00","29.33","United States","NYSE","USD","1.00","USD","-"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","Financials","Equity","577,308.51","0.00","577,308.51","15,399.00","37.49","United States","NYSE","USD","1.00","USD","-"
"LASR","NLIGHT","Information Technology","Equity","575,904.10","0.00","575,904.10","14,978.00","38.45","United States","NASDAQ","USD","1.00","USD","-"
"RH","RH","Consumer Discretionary","Equity","576,394.32","0.00","576,394.32","4,296.00","134.17","United States","NYSE","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","573,373.08","0.00","573,373.08","39,326.00","14.58","United States","NYSE","USD","1.00","USD","-"
"PRLB","PROTO LABS","Industrials","Equity","573,665.48","0.00","573,665.48","7,334.00","78.22","United States","NYSE","USD","1.00","USD","-"
"MD","PEDIATRIX MEDICAL GROUP INC","Health Care","Equity","572,671.71","0.00","572,671.71","21,281.00","26.91","United States","NYSE","USD","1.00","USD","-"
"COHU","COHU","Information Technology","Equity","569,757.94","0.00","569,757.94","11,402.00","49.97","United States","NASDAQ","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","566,844.86","0.00","566,844.86","11,387.00","49.78","United States","NYSE","USD","1.00","USD","-"
"FLYW","FLYWIRE","Financials","Equity","565,281.10","0.00","565,281.10","31,231.00","18.10","United States","NASDAQ","USD","1.00","USD","-"
"CRVL","CORVEL","Health Care","Equity","566,540.82","0.00","566,540.82","7,849.00","72.18","United States","NASDAQ","USD","1.00","USD","-"
"XRAY","DENTSPLY SIRONA","Health Care","Equity","562,741.32","0.00","562,741.32","54,214.00","10.38","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","562,949.75","0.00","562,949.75","8,371.00","67.25","United States","NYSE","USD","1.00","USD","-"
"MTX","MINERALS TECHNOLOGIES","Materials","Equity","563,735.13","0.00","563,735.13","8,311.00","67.83","United States","NYSE","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Health Care","Equity","564,597.69","0.00","564,597.69","2,031.00","277.99","United States","NASDAQ","USD","1.00","USD","-"
"KWR","QUAKER HOUGHTON CORP","Materials","Equity","560,968.50","0.00","560,968.50","3,650.00","153.69","United States","NYSE","USD","1.00","USD","-"
"ATRO","ASTRONICS","Industrials","Equity","561,120.26","0.00","561,120.26","7,907.00","70.97","United States","NASDAQ","USD","1.00","USD","-"
"XHR","XENIA HOTELS RESORTS REIT","Real Estate","Equity","561,164.10","0.00","561,164.10","31,794.00","17.65","United States","NYSE","USD","1.00","USD","-"
"EPAC","ENERPAC TOOL GROUP CLASS A","Industrials","Equity","561,669.65","0.00","561,669.65","16,285.00","34.49","United States","NYSE","USD","1.00","USD","-"
"SUPN","SUPERNUS PHARMACEUTICALS","Health Care","Equity","558,704.34","0.00","558,704.34","13,466.00","41.49","United States","NASDAQ","USD","1.00","USD","-"
"CLOV","CLOVER HEALTH INVESTMENTS CLASS A","Health Care","Equity","558,710.10","0.00","558,710.10","109,551.00","5.10","United States","NASDAQ","USD","1.00","USD","-"
"AGIO","AGIOS PHARMACEUTICALS","Health Care","Equity","555,305.52","0.00","555,305.52","16,716.00","33.22","United States","NASDAQ","USD","1.00","USD","-"
"INTA","INTAPP","Information Technology","Equity","553,558.50","0.00","553,558.50","14,575.00","37.98","United States","NASDAQ","USD","1.00","USD","-"
"RDW","REDWIRE","Industrials","Equity","550,515.20","0.00","550,515.20","52,480.00","10.49","United States","NYSE","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","550,861.92","0.00","550,861.92","3,798.00","145.04","United States","NASDAQ","USD","1.00","USD","-"
"HTH","HILLTOP HOLDINGS","Financials","Equity","551,281.50","0.00","551,281.50","14,190.00","38.85","United States","NYSE","USD","1.00","USD","-"
"PPTA","PERPETUA RESOURCES","Materials","Equity","548,618.95","0.00","548,618.95","24,329.00","22.55","United States","NASDAQ","USD","1.00","USD","-"
"TBBK","BANCORP INC","Financials","Equity","549,164.59","0.00","549,164.59","10,933.00","50.23","United States","NASDAQ","USD","1.00","USD","-"
"AVPT","AVEPOINT CLASS A","Information Technology","Equity","548,488.00","0.00","548,488.00","40,330.00","13.60","United States","NASDAQ","USD","1.00","USD","-"
"RXRX","RECURSION PHARMACEUTICALS CLASS A","Health Care","Equity","545,415.86","0.00","545,415.86","159,946.00","3.41","United States","NASDAQ","USD","1.00","USD","-"
"KEEL","KEEL INFRASTRUCTURE CORP","Information Technology","Equity","545,872.80","0.00","545,872.80","158,224.00","3.45","United States","NASDAQ","USD","1.00","USD","-"
"GABC","GERMAN AMERICAN BANCORP INC","Financials","Equity","543,320.26","0.00","543,320.26","10,886.00","49.91","United States","NASDAQ","USD","1.00","USD","-"
"NESR","NATIONAL ENERGY SERVICES REUNITED","Energy","Equity","544,302.50","0.00","544,302.50","16,625.00","32.74","United States","NASDAQ","USD","1.00","USD","-"
"CENTA","CENTRAL GARDEN AND PET CLASS A","Consumer Staples","Equity","538,912.31","0.00","538,912.31","15,571.00","34.61","United States","NASDAQ","USD","1.00","USD","-"
"PAGS","PAGSEGURO DIGITAL LTD CLASS A","Financials","Equity","537,213.00","0.00","537,213.00","54,100.00","9.93","Brazil","NYSE","USD","1.00","USD","-"
"LPG","DORIAN LPG","Energy","Equity","537,795.18","0.00","537,795.18","9,711.00","55.38","United States","NYSE","USD","1.00","USD","-"
"QCRH","QCR HOLDINGS INC","Financials","Equity","534,651.76","0.00","534,651.76","5,209.00","102.64","United States","NASDAQ","USD","1.00","USD","-"
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","534,672.81","0.00","534,672.81","4,557.00","117.33","United States","NASDAQ","USD","1.00","USD","-"
"SRPT","SAREPTA THERAPEUTICS","Health Care","Equity","534,924.40","0.00","534,924.40","25,570.00","20.92","United States","NASDAQ","USD","1.00","USD","-"
"ZD","ZIFF DAVIS INC","Communication","Equity","536,050.45","0.00","536,050.45","9,347.00","57.35","United States","NASDAQ","USD","1.00","USD","-"
"MZTI","MARZETTI","Consumer Staples","Equity","536,214.46","0.00","536,214.46","5,209.00","102.94","United States","NASDAQ","USD","1.00","USD","-"
"GEF","GREIF INC CLASS A","Materials","Equity","530,513.37","0.00","530,513.37","6,499.00","81.63","United States","NYSE","USD","1.00","USD","-"
"ETON","ETON PHARMACEUTCIALS INC","Health Care","Equity","530,680.20","0.00","530,680.20","9,210.00","57.62","United States","NASDAQ","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","529,152.54","0.00","529,152.54","74,111.00","7.14","United States","NASDAQ","USD","1.00","USD","-"
"BLKB","BLACKBAUD","Information Technology","Equity","529,634.99","0.00","529,634.99","11,597.00","45.67","United States","NASDAQ","USD","1.00","USD","-"
"SLDE","SLIDE INSURANCE HOLDINGS","Financials","Equity","526,960.70","0.00","526,960.70","20,090.00","26.23","United States","NASDAQ","USD","1.00","USD","-"
"RLJ","RLJ LODGING TRUST REIT","Real Estate","Equity","525,339.36","0.00","525,339.36","48,108.00","10.92","United States","NYSE","USD","1.00","USD","-"
"ESTA","ESTABLISHMENT LABS INC","Health Care","Equity","522,714.56","0.00","522,714.56","7,268.00","71.92","United States","NASDAQ","USD","1.00","USD","-"
"FCF","FIRST COMMONWEALTH FINANCIAL CORP","Financials","Equity","523,403.78","0.00","523,403.78","24,481.00","21.38","United States","NYSE","USD","1.00","USD","-"
"DXPE","DXP ENTERPRISES","Industrials","Equity","523,728.27","0.00","523,728.27","2,913.00","179.79","United States","NASDAQ","USD","1.00","USD","-"
"SLS","SELLAS LIFE SCIENCES GROUP INC","Health Care","Equity","520,578.27","0.00","520,578.27","44,399.00","11.73","United States","NASDAQ","USD","1.00","USD","-"
"PRGS","PROGRESS SOFTWARE CORP","Information Technology","Equity","520,579.10","0.00","520,579.10","12,070.00","43.13","United States","NASDAQ","USD","1.00","USD","-"
"PVLA","PALVELLA THERAPEUTICS INC","Health Care","Equity","518,779.80","0.00","518,779.80","3,420.00","151.69","United States","NASDAQ","USD","1.00","USD","-"
"PRGO","PERRIGO PLC","Health Care","Equity","518,795.55","0.00","518,795.55","38,007.00","13.65","United States","NYSE","USD","1.00","USD","-"
"PLSE","PULSE BIOSCIENCES INC","Health Care","Equity","518,952.33","0.00","518,952.33","9,573.00","54.21","United States","NASDAQ","USD","1.00","USD","-"
"CALX","CALIX NETWORKS","Information Technology","Equity","518,956.50","0.00","518,956.50","14,934.00","34.75","United States","NYSE","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL CLASS B","Industrials","Equity","519,117.30","0.00","519,117.30","15,210.00","34.13","United States","NYSE","USD","1.00","USD","-"
"SONO","SONOS","Consumer Discretionary","Equity","516,773.02","0.00","516,773.02","33,169.00","15.58","United States","NASDAQ","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","517,383.61","0.00","517,383.61","30,133.00","17.17","United States","NYSE","USD","1.00","USD","-"
"IMAX","IMAX","Communication","Equity","518,164.14","0.00","518,164.14","9,698.00","53.43","United States","NYSE","USD","1.00","USD","-"
"HFWA","HERITAGE FINANCIAL CORP","Financials","Equity","515,603.64","0.00","515,603.64","18,066.00","28.54","United States","NASDAQ","USD","1.00","USD","-"
"MLYS","MINERALYS THERAPEUTICS","Health Care","Equity","513,254.55","0.00","513,254.55","17,729.00","28.95","United States","NASDAQ","USD","1.00","USD","-"
"RCUS","ARCUS BIOSCIENCES","Health Care","Equity","513,629.73","0.00","513,629.73","21,339.00","24.07","United States","NYSE","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS","Communication","Equity","513,678.88","0.00","513,678.88","37,994.00","13.52","United States","NYSE","USD","1.00","USD","-"
"VERA","VERA THERAPEUTICS CLASS A","Health Care","Equity","513,780.45","0.00","513,780.45","15,089.00","34.05","United States","NASDAQ","USD","1.00","USD","-"
"DDS","DILLARDS CLASS A","Consumer Discretionary","Equity","510,168.98","0.00","510,168.98","782.00","652.39","United States","NYSE","USD","1.00","USD","-"
"TILE","INTERFACE","Industrials","Equity","510,837.91","0.00","510,837.91","14,837.00","34.43","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","511,240.90","0.00","511,240.90","4,307.00","118.70","United States","NASDAQ","USD","1.00","USD","-"
"SGHC","SUPER GROUP","Consumer Discretionary","Equity","511,902.06","0.00","511,902.06","36,854.00","13.89","United States","NYSE","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","509,020.40","0.00","509,020.40","6,796.00","74.90","United States","NASDAQ","USD","1.00","USD","-"
"GNL","GLOBAL NET LEASE INC","Real Estate","Equity","510,008.84","0.00","510,008.84","56,542.00","9.02","United States","NYSE","USD","1.00","USD","-"
"ASST","STRIVE INC CLASS A","Health Care","Equity","506,776.71","0.00","506,776.71","17,457.00","29.03","United States","NASDAQ","USD","1.00","USD","-"
"PTON","PELOTON INTERACTIVE CLASS A INC","Consumer Discretionary","Equity","504,680.28","0.00","504,680.28","102,162.00","4.94","United States","NASDAQ","USD","1.00","USD","-"
"ASTH","ASTRANA HEALTH","Health Care","Equity","504,979.20","0.00","504,979.20","12,752.00","39.60","United States","NASDAQ","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","500,489.34","0.00","500,489.34","6,353.00","78.78","United States","NASDAQ","USD","1.00","USD","-"
"STRA","STRATEGIC EDUCATION","Consumer Discretionary","Equity","500,847.42","0.00","500,847.42","6,054.00","82.73","United States","NASDAQ","USD","1.00","USD","-"
"WHR","WHIRLPOOL","Consumer Discretionary","Equity","499,188.00","0.00","499,188.00","14,682.00","34.00","United States","NYSE","USD","1.00","USD","-"
"NTST","NETSTREIT","Real Estate","Equity","493,973.12","0.00","493,973.12","25,306.00","19.52","United States","NYSE","USD","1.00","USD","-"
"LLYVA","LIBERTY LIVE HOLDINGS INC SERIES A","Communication","Equity","494,858.65","0.00","494,858.65","5,165.00","95.81","United States","NASDAQ","USD","1.00","USD","-"
"OUST","OUSTER","Information Technology","Equity","495,408.76","0.00","495,408.76","14,806.00","33.46","United States","NASDAQ","USD","1.00","USD","-"
"OCUL","OCULAR THERAPEUTIX","Health Care","Equity","491,994.40","0.00","491,994.40","45,895.00","10.72","United States","NASDAQ","USD","1.00","USD","-"
"WU","WESTERN UNION","Financials","Equity","492,071.88","0.00","492,071.88","69,996.00","7.03","United States","NYSE","USD","1.00","USD","-"
"MFP","MIDERA FOOD PROCESSING INC","Industrials","Equity","492,184.07","0.00","492,184.07","11,857.00","41.51","United States","NASDAQ","USD","1.00","USD","-"
"NSP","INSPERITY","Industrials","Equity","492,579.36","0.00","492,579.36","9,666.00","50.96","United States","NYSE","USD","1.00","USD","-"
"HRMY","HARMONY BIOSCIENCES HLDG","Health Care","Equity","492,789.02","0.00","492,789.02","11,863.00","41.54","United States","NASDAQ","USD","1.00","USD","-"
"AXGN","AXOGEN","Health Care","Equity","493,488.16","0.00","493,488.16","11,272.00","43.78","United States","NASDAQ","USD","1.00","USD","-"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Industrials","Equity","493,919.14","0.00","493,919.14","8,206.00","60.19","United States","NYSE","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","490,828.00","0.00","490,828.00","47,195.00","10.40","United States","NASDAQ","USD","1.00","USD","-"
"HTO","H2O AMERICA","Utilities","Equity","491,429.64","0.00","491,429.64","7,878.00","62.38","United States","NASDAQ","USD","1.00","USD","-"
"VVX","V2X","Industrials","Equity","488,613.12","0.00","488,613.12","6,697.00","72.96","United States","NYSE","USD","1.00","USD","-"
"SMA","SMARTSTOP SELF STORAGE REIT INC","Real Estate","Equity","488,883.38","0.00","488,883.38","15,178.00","32.21","United States","NYSE","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","487,215.30","0.00","487,215.30","7,995.00","60.94","United States","NYSE","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","484,197.32","0.00","484,197.32","8,396.00","57.67","United States","NASDAQ","USD","1.00","USD","-"
"BBUC","BROOKFIELD BUSINESS CORP CLASS A","Industrials","Equity","485,295.33","0.00","485,295.33","18,759.00","25.87","Canada","NYSE","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","485,582.32","0.00","485,582.32","8,516.00","57.02","United States","NYSE","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","482,713.40","0.00","482,713.40","45,539.00","10.60","United States","NASDAQ","USD","1.00","USD","-"
"INOD","INNODATA","Industrials","Equity","483,736.68","0.00","483,736.68","8,757.00","55.24","United States","NASDAQ","USD","1.00","USD","-"
"ADNT","ADIENT PLC","Consumer Discretionary","Equity","480,518.64","0.00","480,518.64","25,614.00","18.76","United States","NYSE","USD","1.00","USD","-"
"PACS","PACS GROUP","Health Care","Equity","480,783.60","0.00","480,783.60","10,792.00","44.55","United States","NYSE","USD","1.00","USD","-"
"KOD","KODIAK SCIENCES","Health Care","Equity","481,192.80","0.00","481,192.80","14,520.00","33.14","United States","NASDAQ","USD","1.00","USD","-"
"STC","STEWART INFO SERVICES CORP","Financials","Equity","479,327.04","0.00","479,327.04","7,152.00","67.02","United States","NYSE","USD","1.00","USD","-"
"PRCH","PORCH GROUP","Financials","Equity","477,279.32","0.00","477,279.32","28,891.00","16.52","United States","NASDAQ","USD","1.00","USD","-"
"PSN","PARSONS CORP","Industrials","Equity","477,332.86","0.00","477,332.86","10,169.00","46.94","United States","NYSE","USD","1.00","USD","-"
"DEI","DOUGLAS EMMETT REIT","Real Estate","Equity","470,967.49","0.00","470,967.49","44,557.00","10.57","United States","NYSE","USD","1.00","USD","-"
"SFL","SFL","Energy","Equity","471,409.04","0.00","471,409.04","36,151.00","13.04","United States","NYSE","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES","Utilities","Equity","467,930.12","0.00","467,930.12","45,167.00","10.36","United States","NYSE","USD","1.00","USD","-"
"WABC","WESTAMERICA BANCORPORATION","Financials","Equity","468,749.05","0.00","468,749.05","7,819.00","59.95","United States","NASDAQ","USD","1.00","USD","-"
"HCI","HCI GROUP INC","Financials","Equity","469,284.32","0.00","469,284.32","2,516.00","186.52","United States","NYSE","USD","1.00","USD","-"
"BHVN","BIOHAVEN","Health Care","Equity","467,161.76","0.00","467,161.76","36,959.00","12.64","United States","NYSE","USD","1.00","USD","-"
"MBX","MBX BIOSCIENCES","Health Care","Equity","461,999.34","0.00","461,999.34","7,766.00","59.49","United States","NASDAQ","USD","1.00","USD","-"
"BFC","BANK FIRST CORP","Financials","Equity","462,601.37","0.00","462,601.37","3,019.00","153.23","United States","NASDAQ","USD","1.00","USD","-"
"BL","BLACKLINE","Information Technology","Equity","463,073.52","0.00","463,073.52","15,288.00","30.29","United States","NASDAQ","USD","1.00","USD","-"
"RUN","SUNRUN INC","Industrials","Equity","459,657.73","0.00","459,657.73","55,181.00","8.33","United States","NASDAQ","USD","1.00","USD","-"
"MLKN","MILLERKNOLL","Industrials","Equity","459,683.72","0.00","459,683.72","21,622.00","21.26","United States","NASDAQ","USD","1.00","USD","-"
"SBET","SHARPLINK INC","Financials","Equity","461,178.30","0.00","461,178.30","50,402.00","9.15","United States","NASDAQ","USD","1.00","USD","-"
"HCSG","HEALTHCARE SERVICES GROUP","Industrials","Equity","458,189.56","0.00","458,189.56","20,789.00","22.04","United States","NASDAQ","USD","1.00","USD","-"
"MCRI","MONARCH CASINO AND RESORT","Consumer Discretionary","Equity","459,319.98","0.00","459,319.98","3,741.00","122.78","United States","NASDAQ","USD","1.00","USD","-"
"DHC","DIVERSIFIED HEALTHCARE TRUST","Real Estate","Equity","459,502.08","0.00","459,502.08","59,831.00","7.68","United States","NASDAQ","USD","1.00","USD","-"
"STBA","S AND T BANCORP INC","Financials","Equity","456,740.67","0.00","456,740.67","9,039.00","50.53","United States","NASDAQ","USD","1.00","USD","-"
"SBH","SALLY BEAUTY HOLDINGS","Consumer Discretionary","Equity","456,941.41","0.00","456,941.41","28,541.00","16.01","United States","NYSE","USD","1.00","USD","-"
"FLY","FIREFLY AEROSPACE","Industrials","Equity","457,039.92","0.00","457,039.92","21,397.00","21.36","United States","NASDAQ","USD","1.00","USD","-"
"KMPR","KEMPER","Financials","Equity","457,532.10","0.00","457,532.10","16,399.00","27.90","United States","NYSE","USD","1.00","USD","-"
"WWW","WOLVERINE WORLD WIDE","Consumer Discretionary","Equity","453,623.31","0.00","453,623.31","23,227.00","19.53","United States","NYSE","USD","1.00","USD","-"
"IIPR","INNOVATIVE INDUSTRIAL PROPERTIES I","Real Estate","Equity","452,253.72","0.00","452,253.72","8,013.00","56.44","United States","NYSE","USD","1.00","USD","-"
"GLOB","GLOBANT","Information Technology","Equity","453,285.55","0.00","453,285.55","11,195.00","40.49","United States","NYSE","USD","1.00","USD","-"
"PLAB","PHOTRONICS","Information Technology","Equity","453,436.20","0.00","453,436.20","16,695.00","27.16","United States","NASDAQ","USD","1.00","USD","-"
"CNOB","CONNECTONE BANCORP","Financials","Equity","453,527.10","0.00","453,527.10","14,235.00","31.86","United States","NASDAQ","USD","1.00","USD","-"
"XPRO","EXPRO LTD","Energy","Equity","451,156.00","0.00","451,156.00","26,230.00","17.20","United States","NYSE","USD","1.00","USD","-"
"VIR","VIR BIOTECHNOLOGY","Health Care","Equity","447,974.71","0.00","447,974.71","41,614.00","10.77","United States","NASDAQ","USD","1.00","USD","-"
"CCS","CENTURY COMMUNITIES INC","Consumer Discretionary","Equity","448,403.65","0.00","448,403.65","7,369.00","60.85","United States","NYSE","USD","1.00","USD","-"
"NVCR","NOVOCURE","Health Care","Equity","448,742.52","0.00","448,742.52","27,666.00","16.22","United States","NASDAQ","USD","1.00","USD","-"
"ALGT","ALLEGIANT TRAVEL","Industrials","Equity","448,863.00","0.00","448,863.00","5,718.00","78.50","United States","NASDAQ","USD","1.00","USD","-"
"DBD","DIEBOLD NIXDORF INC","Information Technology","Equity","447,395.00","0.00","447,395.00","6,883.00","65.00","United States","NYSE","USD","1.00","USD","-"
"WOR","WORTHINGTON ENTERPRISES","Industrials","Equity","443,547.00","0.00","443,547.00","8,028.00","55.25","United States","NYSE","USD","1.00","USD","-"
"DOLE","DOLE PLC","Consumer Staples","Equity","443,712.12","0.00","443,712.12","33,513.00","13.24","United States","NYSE","USD","1.00","USD","-"
"HAPN","HAPPEN","Financials","Equity","441,762.27","0.00","441,762.27","26,437.00","16.71","United States","NASDAQ","USD","1.00","USD","-"
"EFC","ELLINGTON FINANCIAL","Financials","Equity","442,406.16","0.00","442,406.16","34,536.00","12.81","United States","NYSE","USD","1.00","USD","-"
"ACVA","ACV AUCTIONS CLASS A","Industrials","Equity","442,518.69","0.00","442,518.69","42,509.00","10.41","United States","NYSE","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","442,981.44","0.00","442,981.44","31,284.00","14.16","United States","NYSE","USD","1.00","USD","-"
"ICFI","ICF INTERNATIONAL","Industrials","Equity","440,125.65","0.00","440,125.65","4,985.00","88.29","United States","NASDAQ","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","440,461.56","0.00","440,461.56","14,366.00","30.66","United States","NYSE","USD","1.00","USD","-"
"QUBT","QUANTUM COMPUTING","Information Technology","Equity","437,839.92","0.00","437,839.92","54,936.00","7.97","United States","NASDAQ","USD","1.00","USD","-"
"SEZL","SEZZLE INC","Financials","Equity","439,353.98","0.00","439,353.98","3,614.00","121.57","United States","NASDAQ","USD","1.00","USD","-"
"ACT","ENACT HOLDINGS INC","Financials","Equity","436,610.40","0.00","436,610.40","8,720.00","50.07","United States","NASDAQ","USD","1.00","USD","-"
"ZG","ZILLOW GROUP CLASS A","Real Estate","Equity","436,846.79","0.00","436,846.79","12,913.00","33.83","United States","NASDAQ","USD","1.00","USD","-"
"FA","FIRST ADVANTAGE","Industrials","Equity","433,680.20","0.00","433,680.20","19,465.00","22.28","United States","NASDAQ","USD","1.00","USD","-"
"VRDN","VIRIDIAN THERAPEUTICS ORS","Health Care","Equity","434,787.00","0.00","434,787.00","19,585.00","22.20","United States","NASDAQ","USD","1.00","USD","-"
"BLX","BLADEX INC CLASS E","Financials","Equity","434,838.86","0.00","434,838.86","7,967.00","54.58","Panama","NYSE","USD","1.00","USD","-"
"SPNT","SIRIUSPOINT","Financials","Equity","435,330.84","0.00","435,330.84","17,682.00","24.62","United States","NYSE","USD","1.00","USD","-"
"CTRI","CENTURI HOLDINGS INC","Industrials","Equity","432,086.03","0.00","432,086.03","22,079.00","19.57","United States","NYSE","USD","1.00","USD","-"
"VOYG","VOYAGER TECHNOLOGIES CLASS A","Industrials","Equity","432,716.30","0.00","432,716.30","13,073.00","33.10","United States","NYSE","USD","1.00","USD","-"
"MQ","MARQETA CLASS A","Financials","Equity","432,754.58","0.00","432,754.58","26,101.00","16.58","United States","NASDAQ","USD","1.00","USD","-"
"LTC","LTC PROPERTIES REIT","Real Estate","Equity","432,796.00","0.00","432,796.00","10,150.00","42.64","United States","NYSE","USD","1.00","USD","-"
"TIC","TIC SOLUTIONS INC","Industrials","Equity","429,574.22","0.00","429,574.22","45,554.00","9.43","United States","NYSE","USD","1.00","USD","-"
