iShares Core S&P 500 ETF
Fund Holdings as of,"Sep 23, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,139,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","975,486,822.71","0.11","975,486,822.71","11,644,823.00","83.77","United States","NYSE","USD","1.00","USD","-"
"CMI","CUMMINS INC","Industrials","Equity","958,573,849.45","0.11","958,573,849.45","1,827,073.00","524.65","United States","NYSE","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","952,854,777.12","0.11","952,854,777.12","9,944,216.00","95.82","United States","NYSE","USD","1.00","USD","-"
"DASH","DOORDASH CLASS A","Consumer Discretionary","Equity","945,097,978.95","0.11","945,097,978.95","4,993,385.00","189.27","United States","NASDAQ","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","941,824,022.88","0.11","941,824,022.88","6,027,288.00","156.26","United States","NYSE","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","940,704,582.93","0.11","940,704,582.93","3,506,559.00","268.27","United States","NYSE","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","940,346,884.26","0.11","940,346,884.26","3,439,203.00","273.42","United States","NYSE","USD","1.00","USD","-"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","938,915,025.88","0.11","938,915,025.88","2,980,588.00","315.01","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","936,444,640.95","0.11","936,444,640.95","1,976,247.00","473.85","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB","Materials","Equity","926,457,176.40","0.10","926,457,176.40","3,347,995.00","276.72","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","922,193,194.00","0.10","922,193,194.00","10,735,660.00","85.90","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"HLT","HILTON WORLDWIDE HOLDINGS","Consumer Discretionary","Equity","917,496,861.78","0.10","917,496,861.78","2,986,449.00","307.22","United States","NYSE","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","911,483,307.72","0.10","911,483,307.72","1,771,866.00","514.42","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","909,061,633.35","0.10","909,061,633.35","10,579,095.00","85.93","United States","NYSE","USD","1.00","USD","-"
"MRNA","MODERNA","Health Care","Equity","897,284,561.27","0.10","897,284,561.27","4,927,157.00","182.11","United States","NASDAQ","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","894,129,152.17","0.10","894,129,152.17","4,206,281.00","212.57","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","891,689,054.52","0.10","891,689,054.52","9,172,812.00","97.21","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","883,488,568.65","0.10","883,488,568.65","651,795.00","1,355.47","United States","NASDAQ","USD","1.00","USD","-"
"CTAS","CINTAS","Industrials","Equity","876,824,318.79","0.10","876,824,318.79","4,567,507.00","191.97","United States","NASDAQ","USD","1.00","USD","-"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","876,694,888.96","0.10","876,694,888.96","4,294,156.00","204.16","United States","NYSE","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","858,152,722.16","0.10","858,152,722.16","19,232,468.00","44.62","United States","NYSE","USD","1.00","USD","-"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","855,433,488.00","0.10","855,433,488.00","7,224,945.00","118.40","United States","NASDAQ","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE","Health Care","Equity","852,660,188.16","0.10","852,660,188.16","1,953,492.00","436.48","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS","Industrials","Equity","852,364,916.57","0.10","852,364,916.57","825,943.00","1,031.99","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","850,258,860.00","0.10","850,258,860.00","2,916,840.00","291.50","United States","NYSE","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS","Materials","Equity","848,044,847.93","0.10","848,044,847.93","2,955,169.00","286.97","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT","Real Estate","Equity","846,524,854.30","0.10","846,524,854.30","4,665,334.00","181.45","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE","Consumer Staples","Equity","833,292,979.54","0.09","833,292,979.54","18,977,294.00","43.91","United States","NASDAQ","USD","1.00","USD","-"
"ABNB","AIRBNB CLASS A","Consumer Discretionary","Equity","832,768,401.24","0.09","832,768,401.24","5,567,378.00","149.58","United States","NASDAQ","USD","1.00","USD","-"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","823,734,188.97","0.09","823,734,188.97","3,842,223.00","214.39","United States","NYSE","USD","1.00","USD","-"
"KMI","KINDER MORGAN","Energy","Equity","816,281,405.08","0.09","816,281,405.08","26,021,084.00","31.37","United States","NYSE","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP","Industrials","Equity","810,768,196.48","0.09","810,768,196.48","733,541.00","1,105.28","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE","Information Technology","Equity","807,491,572.38","0.09","807,491,572.38","2,075,067.00","389.14","United States","NASDAQ","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES","Energy","Equity","805,291,653.53","0.09","805,291,653.53","2,845,453.00","283.01","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES","Information Technology","Equity","801,376,310.00","0.09","801,376,310.00","2,267,875.00","353.36","United States","NYSE","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","792,734,976.00","0.09","792,734,976.00","2,815,110.00","281.60","United States","NYSE","USD","1.00","USD","-"
"COR","CENCORA","Health Care","Equity","790,921,861.24","0.09","790,921,861.24","2,532,733.00","312.28","United States","NYSE","USD","1.00","USD","-"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","787,852,872.00","0.09","787,852,872.00","3,346,300.00","235.44","United States","NASDAQ","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","782,973,758.16","0.09","782,973,758.16","6,985,224.00","112.09","United States","NASDAQ","USD","1.00","USD","-"
"COHR","COHERENT","Information Technology","Equity","781,771,321.80","0.09","781,771,321.80","2,600,703.00","300.60","United States","NYSE","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","781,155,365.28","0.09","781,155,365.28","3,401,652.00","229.64","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT","Financials","Equity","779,702,379.20","0.09","779,702,379.20","6,269,720.00","124.36","United States","NYSE","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","776,483,470.48","0.09","776,483,470.48","15,228,152.00","50.99","United States","NASDAQ","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","764,447,179.30","0.09","764,447,179.30","13,173,310.00","58.03","United States","NASDAQ","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL","Financials","Equity","761,960,099.00","0.09","761,960,099.00","16,211,917.00","47.00","United States","NYSE","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP","Consumer Discretionary","Equity","760,157,197.80","0.09","760,157,197.80","3,300,726.00","230.30","United States","NYSE","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA","Industrials","Equity","757,672,651.80","0.09","757,672,651.80","466,002.00","1,625.90","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK","Energy","Equity","757,388,648.52","0.09","757,388,648.52","8,365,238.00","90.54","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","753,899,821.56","0.09","753,899,821.56","3,340,866.00","225.66","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","752,510,585.25","0.09","752,510,585.25","8,829,175.00","85.23","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","749,841,376.50","0.08","749,841,376.50","3,042,570.00","246.45","United States","NYSE","USD","1.00","USD","-"
"NUE","NUCOR","Materials","Equity","743,709,386.74","0.08","743,709,386.74","3,011,213.00","246.98","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","730,602,212.58","0.08","730,602,212.58","574,974.00","1,270.67","United States","NYSE","USD","1.00","USD","-"
"D","DOMINION ENERGY","Utilities","Equity","713,987,984.64","0.08","713,987,984.64","11,672,192.00","61.17","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA","Materials","Equity","712,075,110.26","0.08","712,075,110.26","8,854,453.00","80.42","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY","Energy","Equity","701,298,632.92","0.08","701,298,632.92","14,598,223.00","48.04","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT","Real Estate","Equity","698,323,353.54","0.08","698,323,353.54","12,557,514.00","55.61","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE","Financials","Equity","688,532,140.80","0.08","688,532,140.80","7,083,664.00","97.20","United States","NYSE","USD","1.00","USD","-"
"HONA","HONEYWELL AEROSPACE INC","Industrials","Equity","687,038,988.51","0.08","687,038,988.51","4,206,447.00","163.33","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","685,544,462.00","0.08","685,544,462.00","8,677,778.00","79.00","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH","Health Care","Equity","682,977,292.48","0.08","682,977,292.48","3,086,624.00","221.27","United States","NYSE","USD","1.00","USD","-"
"AFL","AFLAC","Financials","Equity","682,353,573.18","0.08","682,353,573.18","5,921,666.00","115.23","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","672,608,260.00","0.08","672,608,260.00","51,979,000.00","12.94","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA","Information Technology","Equity","668,797,243.29","0.08","668,797,243.29","1,879,119.00","355.91","United States","NYSE","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES","Health Care","Equity","664,363,569.90","0.08","664,363,569.90","7,652,195.00","86.82","United States","NYSE","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","659,789,722.80","0.07","659,789,722.80","3,614,890.00","182.52","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET","Financials","Equity","655,980,732.50","0.07","655,980,732.50","3,645,350.00","179.95","United States","NYSE","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","655,058,177.42","0.07","655,058,177.42","2,241,661.00","292.22","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES","Industrials","Equity","645,730,742.25","0.07","645,730,742.25","7,898,847.00","81.75","United States","NYSE","USD","1.00","USD","-"
"USD","USD CASH","Cash and/or Derivatives","Cash","642,661,492.21","0.07","642,661,492.21","642,661,492.00","100.00","United States","-","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","638,972,357.13","0.07","638,972,357.13","2,228,481.00","286.73","United States","NYSE","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","637,833,112.70","0.07","637,833,112.70","1,473,430.00","432.89","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN","Consumer Discretionary","Equity","632,937,985.38","0.07","632,937,985.38","2,200,911.00","287.58","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","622,113,961.20","0.07","622,113,961.20","12,035,480.00","51.69","United States","NYSE","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","619,674,246.24","0.07","619,674,246.24","3,748,332.00","165.32","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE","Consumer Discretionary","Equity","614,988,851.94","0.07","614,988,851.94","216,291.00","2,843.34","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","614,529,802.32","0.07","614,529,802.32","6,192,984.00","99.23","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","610,956,684.90","0.07","610,956,684.90","9,553,662.00","63.95","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK","Information Technology","Equity","608,000,890.80","0.07","608,000,890.80","2,799,912.00","217.15","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL","Industrials","Equity","602,773,392.60","0.07","602,773,392.60","10,939,626.00","55.10","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA","Health Care","Equity","597,349,474.26","0.07","597,349,474.26","1,593,867.00","374.78","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS","Financials","Equity","596,135,002.90","0.07","596,135,002.90","11,352,790.00","52.51","United States","NASDAQ","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES","Industrials","Equity","591,153,931.96","0.07","591,153,931.96","2,471,276.00","239.21","United States","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT","Real Estate","Equity","589,756,054.08","0.07","589,756,054.08","6,806,972.00","86.64","United States","NYSE","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","589,319,153.42","0.07","589,319,153.42","1,172,098.00","502.79","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","585,726,601.56","0.07","585,726,601.56","8,289,366.00","70.66","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","585,666,930.49","0.07","585,666,930.49","2,955,973.00","198.13","United States","NASDAQ","USD","1.00","USD","-"
"VMRK","VIVMARK RESIDENTIAL","Real Estate","Equity","585,306,935.55","0.07","585,306,935.55","9,549,795.00","61.29","United States","NYSE","USD","1.00","USD","-"
"IQV","IQVIA HOLDINGS","Health Care","Equity","585,023,650.90","0.07","585,023,650.90","2,184,065.00","267.86","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY","Consumer Discretionary","Equity","579,797,750.13","0.07","579,797,750.13","5,314,857.00","109.09","United States","NASDAQ","USD","1.00","USD","-"
"VST","VISTRA","Utilities","Equity","577,680,941.88","0.07","577,680,941.88","4,187,004.00","137.97","United States","NYSE","USD","1.00","USD","-"
"NKE","NIKE CLASS B","Consumer Discretionary","Equity","574,683,937.10","0.07","574,683,937.10","15,941,302.00","36.05","United States","NYSE","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","573,568,417.84","0.07","573,568,417.84","18,059,459.00","31.76","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","567,783,200.60","0.06","567,783,200.60","2,567,180.00","221.17","United States","NYSE","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","559,308,940.80","0.06","559,308,940.80","5,860,320.00","95.44","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","557,396,603.66","0.06","557,396,603.66","13,698,614.00","40.69","United States","NASDAQ","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","555,485,998.80","0.06","555,485,998.80","9,684,205.00","57.36","United States","NYSE","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","554,290,148.00","0.06","554,290,148.00","2,601,080.00","213.10","United States","NYSE","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","550,516,273.90","0.06","550,516,273.90","4,902,193.00","112.30","United States","NASDAQ","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","550,551,561.84","0.06","550,551,561.84","6,013,014.00","91.56","United States","NASDAQ","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL","Consumer Discretionary","Equity","549,316,955.08","0.06","549,316,955.08","16,793,548.00","32.71","United States","NYSE","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","548,369,867.61","0.06","548,369,867.61","1,303,873.00","420.57","United States","NYSE","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES","Health Care","Equity","545,901,370.96","0.06","545,901,370.96","1,045,748.00","522.02","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","544,297,503.75","0.06","544,297,503.75","7,206,375.00","75.53","United States","NASDAQ","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","538,380,758.63","0.06","538,380,758.63","4,578,457.00","117.59","United States","NYSE","USD","1.00","USD","-"
"VEEV","VEEVA SYSTEMS CLASS A","Health Care","Equity","537,054,826.50","0.06","537,054,826.50","1,983,582.00","270.75","United States","NYSE","USD","1.00","USD","-"
"MSCI","MSCI","Financials","Equity","536,073,787.40","0.06","536,073,787.40","964,682.00","555.70","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK CLASS A","Financials","Equity","536,014,281.08","0.06","536,014,281.08","7,177,481.00","74.68","United States","NYSE","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","525,409,383.80","0.06","525,409,383.80","6,395,732.00","82.15","United States","NYSE","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP","Financials","Equity","524,461,561.64","0.06","524,461,561.64","6,939,158.00","75.58","United States","NYSE","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","519,291,847.71","0.06","519,291,847.71","519,291,848.00","1.00","United States","-","USD","1.00","USD","-"
"CBRE","CBRE GROUP CLASS A","Real Estate","Equity","515,872,609.80","0.06","515,872,609.80","3,781,780.00","136.41","United States","NYSE","USD","1.00","USD","-"
"WDAY","WORKDAY CLASS A","Information Technology","Equity","513,234,442.08","0.06","513,234,442.08","2,667,816.00","192.38","United States","NASDAQ","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","511,848,174.18","0.06","511,848,174.18","2,004,261.00","255.38","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","511,318,907.05","0.06","511,318,907.05","2,604,385.00","196.33","United States","NASDAQ","USD","1.00","USD","-"
"YUM","YUM BRANDS","Consumer Discretionary","Equity","509,289,013.66","0.06","509,289,013.66","3,621,482.00","140.63","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY","Energy","Equity","503,702,609.60","0.06","503,702,609.60","2,713,184.00","185.65","United States","NASDAQ","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON","Utilities","Equity","503,574,684.77","0.06","503,574,684.77","4,907,657.00","102.61","United States","NYSE","USD","1.00","USD","-"
"SYY","SYSCO","Consumer Staples","Equity","489,868,621.76","0.06","489,868,621.76","6,350,384.00","77.14","United States","NYSE","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE","Industrials","Equity","485,764,339.15","0.06","485,764,339.15","1,078,015.00","450.61","United States","NASDAQ","USD","1.00","USD","-"
"P","EVERPURE INC CLASS A","Information Technology","Equity","483,725,580.30","0.05","483,725,580.30","4,411,542.00","109.65","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE","Communication","Equity","481,260,175.12","0.05","481,260,175.12","2,332,591.00","206.32","United States","NASDAQ","USD","1.00","USD","-"
"ROP","ROPER TECHNOLOGIES","Information Technology","Equity","480,754,810.92","0.05","480,754,810.92","1,312,247.00","366.36","United States","NASDAQ","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS","Industrials","Equity","476,914,442.24","0.05","476,914,442.24","4,307,392.00","110.72","United States","NASDAQ","USD","1.00","USD","-"
"DHI","D R HORTON","Consumer Discretionary","Equity","473,516,126.52","0.05","473,516,126.52","3,378,156.00","140.17","United States","NYSE","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP","Financials","Equity","455,051,933.69","0.05","455,051,933.69","3,594,691.00","126.59","United States","NYSE","USD","1.00","USD","-"
"IRM","IRON MOUNTAIN INC","Real Estate","Equity","454,732,674.45","0.05","454,732,674.45","3,951,105.00","115.09","United States","NYSE","USD","1.00","USD","-"
"KVUE","KENVUE","Consumer Staples","Equity","450,421,658.52","0.05","450,421,658.52","25,490,756.00","17.67","United States","NYSE","USD","1.00","USD","-"
"BIIB","BIOGEN","Health Care","Equity","446,540,139.15","0.05","446,540,139.15","1,962,555.00","227.53","United States","NASDAQ","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP","Utilities","Equity","445,223,543.13","0.05","445,223,543.13","6,614,523.00","67.31","United States","NYSE","USD","1.00","USD","-"
"PAYX","PAYCHEX","Industrials","Equity","443,929,317.66","0.05","443,929,317.66","4,248,534.00","104.49","United States","NASDAQ","USD","1.00","USD","-"
"EME","EMCOR GROUP","Industrials","Equity","440,336,026.20","0.05","440,336,026.20","585,709.00","751.80","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE","Industrials","Equity","440,121,269.64","0.05","440,121,269.64","2,476,487.00","177.72","United States","NASDAQ","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","439,360,613.00","0.05","439,360,613.00","5,008,100.00","87.73","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP","Utilities","Equity","437,497,929.28","0.05","437,497,929.28","4,324,384.00","101.17","United States","NYSE","USD","1.00","USD","-"
"KR","KROGER","Consumer Staples","Equity","435,816,962.24","0.05","435,816,962.24","7,561,016.00","57.64","United States","NYSE","USD","1.00","USD","-"
"KMB","KIMBERLY CLARK","Consumer Staples","Equity","431,054,842.50","0.05","431,054,842.50","4,412,025.00","97.70","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL","Information Technology","Equity","429,413,205.00","0.05","429,413,205.00","1,390,812.00","308.75","United States","NYSE","USD","1.00","USD","-"
"ACGL","ARCH CAPITAL GROUP","Financials","Equity","429,143,337.48","0.05","429,143,337.48","4,509,703.00","95.16","United States","NASDAQ","USD","1.00","USD","-"
"RMD","RESMED","Health Care","Equity","425,624,694.30","0.05","425,624,694.30","1,914,641.00","222.30","United States","NYSE","USD","1.00","USD","-"
"EQT","EQT","Energy","Equity","423,871,883.82","0.05","423,871,883.82","8,301,447.00","51.06","United States","NYSE","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST","Financials","Equity","422,437,454.59","0.05","422,437,454.59","2,427,941.00","173.99","United States","NASDAQ","USD","1.00","USD","-"
"MTB","M&T BANK","Financials","Equity","420,878,647.52","0.05","420,878,647.52","1,916,744.00","219.58","United States","NYSE","USD","1.00","USD","-"
"VMC","VULCAN MATERIALS","Materials","Equity","420,255,087.20","0.05","420,255,087.20","1,719,538.00","244.40","United States","NYSE","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","418,883,576.65","0.05","418,883,576.65","1,787,885.00","234.29","United States","NASDAQ","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","412,376,357.66","0.05","412,376,357.66","26,812,507.00","15.38","United States","NASDAQ","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","406,963,267.20","0.05","406,963,267.20","6,555,465.00","62.08","United States","NYSE","USD","1.00","USD","-"
"MTD","METTLER TOLEDO","Health Care","Equity","397,266,877.36","0.05","397,266,877.36","266,204.00","1,492.34","United States","NYSE","USD","1.00","USD","-"
"CCI","CROWN CASTLE INC","Real Estate","Equity","396,549,621.66","0.04","396,549,621.66","5,646,442.00","70.23","United States","NYSE","USD","1.00","USD","-"
"GEHC","GE HEALTHCARE TECHNOLOGIES","Health Care","Equity","396,169,367.28","0.04","396,169,367.28","5,994,392.00","66.09","United States","NASDAQ","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP","Consumer Discretionary","Equity","393,527,351.04","0.04","393,527,351.04","1,519,176.00","259.04","United States","NASDAQ","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","392,723,275.56","0.04","392,723,275.56","5,484,196.00","71.61","United States","NYSE","USD","1.00","USD","-"
"MLM","MARTIN MARIETTA MATERIALS","Materials","Equity","391,019,600.15","0.04","391,019,600.15","797,267.00","490.45","United States","NYSE","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","390,306,977.76","0.04","390,306,977.76","12,136,411.00","32.16","United States","NYSE","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","382,856,619.60","0.04","382,856,619.60","5,166,756.00","74.10","United States","NASDAQ","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","382,121,507.15","0.04","382,121,507.15","615,283.00","621.05","United States","NYSE","USD","1.00","USD","-"
"EXR","EXTRA SPACE STORAGE REIT","Real Estate","Equity","375,203,710.00","0.04","375,203,710.00","2,803,375.00","133.84","United States","NYSE","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS","Financials","Equity","370,989,245.83","0.04","370,989,245.83","1,379,809.00","268.87","United States","Cboe BZX","USD","1.00","USD","-"
"CCL","CARNIVAL CORP LTD","Consumer Discretionary","Equity","368,502,513.00","0.04","368,502,513.00","16,903,785.00","21.80","United States","NYSE","USD","1.00","USD","-"
"WTW","WILLIS TOWERS WATSON","Financials","Equity","368,540,455.82","0.04","368,540,455.82","1,232,618.00","298.99","United States","NASDAQ","USD","1.00","USD","-"
"AEE","AMEREN","Utilities","Equity","366,402,569.98","0.04","366,402,569.98","3,673,577.00","99.74","United States","NYSE","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","364,971,631.96","0.04","364,971,631.96","11,056,396.00","33.01","United States","NYSE","USD","1.00","USD","-"
"RJF","RAYMOND JAMES","Financials","Equity","363,494,500.42","0.04","363,494,500.42","2,297,254.00","158.23","United States","NYSE","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","362,714,168.52","0.04","362,714,168.52","29,227,572.00","12.41","United States","NYSE","USD","1.00","USD","-"
"ARES","ARES MANAGEMENT CLASS A","Financials","Equity","361,069,172.96","0.04","361,069,172.96","2,972,252.00","121.48","United States","NYSE","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","361,122,734.70","0.04","361,122,734.70","5,589,270.00","64.61","United States","NYSE","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","355,963,414.64","0.04","355,963,414.64","1,562,408.00","227.83","United States","NYSE","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT","Communication","Equity","355,524,348.63","0.04","355,524,348.63","2,103,321.00","169.03","United States","NYSE","USD","1.00","USD","-"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS CLA","Information Technology","Equity","353,520,882.30","0.04","353,520,882.30","5,977,695.00","59.14","United States","NASDAQ","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","353,008,260.00","0.04","353,008,260.00","2,927,100.00","120.60","United States","NYSE","USD","1.00","USD","-"
